dg_id,player_name,event_name,event_id,fin_text,fin_num,early_out,close_odds,year,year_event_id,year_event_golfer,event_completed,rounds,mean_score,mean_sg,total_sg,major,won_major,top_10,early_out_in_prev_2_events,early_out_in_prev_5_events,fin_num_in_prev_2_events,fin_num_in_prev_5_events,mean_sg_in_prev_2_events,mean_sg_in_prev_5_events,won_major_in_prev_50_events,top_10_in_prev_10_events,top_10_in_prev_20_events
17381,"Silverman, Ben",3M Open,525,CUT,75,1,251.0,2019,2019_525,2019_525_17381,2019-07-07,2,74.5,-4.633,-9.266,0,0,0,2.0,3.0,75.0,57.0,0.07250000000000056,0.07080000000000033,0.0,0.0,0.0
11048,"Saunders, Sam",3M Open,525,T23,23,0,301.0,2019,2019_525,2019_525_11048,2019-07-07,4,67.75,1.4975,5.99,0,0,0,1.0,4.0,72.5,74.8,-1.247,-1.3049,0.0,0.0,0.0
9604,"Stroud, Chris",3M Open,525,CUT,75,1,301.0,2019,2019_525,2019_525_9604,2019-07-07,2,72.0,-2.133,-4.266,0,0,0,2.0,4.0,75.0,69.6,-2.6555000000000004,-1.9787000000000003,0.0,1.0,3.0
17365,"Mitchell, Keith",3M Open,525,T66,66,0,81.0,2019,2019_525,2019_525_17365,2019-07-07,4,69.75,-0.5025,-2.01,0,0,0,2.0,3.0,77.0,68.6,-0.6052500000000001,-0.24769999999999998,0.0,2.0,3.0
15634,"Trainer, Martin",3M Open,525,CUT,75,1,751.0,2019,2019_525,2019_525_15634,2019-07-07,2,72.0,-2.133,-4.266,0,0,0,2.0,5.0,75.0,76.4,-1.9274999999999998,-2.5736000000000003,0.0,0.0,0.0
17606,"Berger, Daniel",3M Open,525,T15,15,0,67.0,2019,2019_525,2019_525_17606,2019-07-07,4,67.5,1.7475,6.99,0,0,0,1.0,1.0,62.0,56.6,-0.5233750000000001,-0.16454999999999992,0.0,0.0,0.0
8605,"Jones, Matt",3M Open,525,CUT,75,1,176.0,2019,2019_525,2019_525_8605,2019-07-07,2,71.0,-1.133,-2.266,0,0,0,2.0,4.0,75.0,69.0,-0.534666666666666,-0.33616666666666645,0.0,1.0,1.0
9771,"Day, Jason",3M Open,525,T66,66,0,11.0,2019,2019_525,2019_525_9771,2019-07-07,4,69.75,-0.5025000000000001,-2.0100000000000002,0,0,0,0.0,1.0,14.5,30.2,2.0321249999999993,0.9853999999999999,0.0,5.0,5.0
16807,"Wright, Chase",3M Open,525,T23,23,0,351.0,2019,2019_525,2019_525_16807,2019-07-07,4,67.75,1.4975,5.99,0,0,0,1.0,3.0,60.5,61.8,-0.5892499999999998,-0.8602166666666665,0.0,0.0,0.0
15556,"Hughes, Mackenzie",3M Open,525,T66,66,0,91.0,2019,2019_525,2019_525_15556,2019-07-07,4,69.75,-0.5025000000000001,-2.0100000000000002,0,0,0,0.0,1.0,36.0,33.8,0.84125,1.0783,0.0,2.0,2.0
8469,"Armour, Ryan",3M Open,525,T42,42,0,226.0,2019,2019_525,2019_525_8469,2019-07-07,4,68.25,0.9974999999999999,3.9899999999999998,0,0,0,0.0,2.0,50.0,54.4,0.21625000000000005,0.034600000000000054,0.0,1.0,1.0
16243,"Koepka, Brooks",3M Open,525,65,65,0,8.5,2019,2019_525,2019_525_16243,2019-07-07,4,69.5,-0.25250000000000006,-1.0100000000000002,0,0,0,0.0,0.0,29.5,22.8,1.7821250000000002,2.35475,1.0,5.0,5.0
7960,"List, Luke",3M Open,525,CUT,75,1,91.0,2019,2019_525,2019_525_7960,2019-07-07,2,71.0,-1.133,-2.266,0,0,0,2.0,3.0,77.0,60.0,-1.3552499999999998,-0.9695500000000005,0.0,2.0,2.0
10081,"Bae, Sangmoon",3M Open,525,CUT,75,1,276.0,2019,2019_525,2019_525_10081,2019-07-07,2,70.0,-0.133,-0.266,0,0,0,1.0,3.0,59.0,59.0,-2.6219999999999994,-1.2046,0.0,0.0,0.0
15575,"Hoge, Tom",3M Open,525,T23,23,0,251.0,2019,2019_525,2019_525_15575,2019-07-07,4,67.75,1.4975,5.99,0,0,0,1.0,2.0,69.5,59.4,-0.6547499999999997,-0.05665000000000018,0.0,0.0,0.0
17488,"Im, Sungjae",3M Open,525,T15,15,0,41.0,2019,2019_525,2019_525_17488,2019-07-07,4,67.5,1.7475,6.99,0,0,0,0.0,1.0,21.0,36.2,1.34125,0.7429000000000002,0.0,1.0,5.0
16394,"Jaeger, Stephan",3M Open,525,T66,66,0,176.0,2019,2019_525,2019_525_16394,2019-07-07,4,69.75,-0.5025,-2.01,0,0,0,1.0,2.0,52.5,42.2,0.12800000000000034,-0.2143000000000002,0.0,0.0,0.0
12149,"Knost, Colt",3M Open,525,CUT,75,1,401.0,2019,2019_525,2019_525_12149,2019-07-07,2,72.5,-2.633,-5.266,0,0,0,0.0,2.0,54.5,59.4,0.054749999999999965,-0.44804999999999995,0.0,0.0,0.0
15720,"Roach, Wes",3M Open,525,CUT,75,1,161.0,2019,2019_525,2019_525_15720,2019-07-07,2,71.0,-1.133,-2.266,0,0,0,1.0,2.0,39.0,46.8,-0.21424999999999994,-0.10191666666666657,0.0,1.0,1.0
11019,"Steele, Brendan",3M Open,525,T53,53,0,126.0,2019,2019_525,2019_525_11019,2019-07-07,4,68.75,0.4975,1.99,0,0,0,0.0,1.0,38.0,49.2,0.7162499999999999,-0.64445,0.0,0.0,0.0
17536,"Spaun, J.J.",3M Open,525,T66,66,0,81.0,2019,2019_525,2019_525_17536,2019-07-07,4,69.75,-0.5025000000000001,-2.0100000000000002,0,0,0,0.0,1.0,21.5,43.2,1.4662500000000005,0.5964000000000002,0.0,0.0,0.0
16713,"Lindheim, Nicholas",3M Open,525,WD,75,1,401.0,2019,2019_525,2019_525_16713,2019-07-07,1,78.0,-7.71,-7.71,0,0,0,2.0,4.0,75.0,62.4,-0.9275,-0.5448000000000002,0.0,0.0,0.0
17508,"Gribble, Cody",3M Open,525,CUT,75,1,251.0,2019,2019_525,2019_525_17508,2019-07-07,2,72.0,-2.133,-4.266,0,0,0,1.0,3.0,48.0,60.0,0.0030000000000003357,-0.5466000000000004,0.0,0.0,0.0
11082,"Burgoon, Bronson",3M Open,525,T34,34,0,151.0,2019,2019_525,2019_525_11082,2019-07-07,4,68.0,1.2475,4.99,0,0,0,0.0,2.0,47.5,58.6,0.21625000000000005,-0.4671,0.0,0.0,0.0
9586,"Laird, Martin",3M Open,525,T42,42,0,111.0,2019,2019_525,2019_525_9586,2019-07-07,4,68.25,0.9974999999999999,3.9899999999999998,0,0,0,1.0,1.0,48.0,46.8,0.5029999999999998,0.3832999999999999,0.0,0.0,0.0
11911,"Etulain, Julian",3M Open,525,CUT,75,1,401.0,2019,2019_525,2019_525_11911,2019-07-07,2,75.5,-5.633,-11.266,0,0,0,2.0,3.0,77.0,57.25,-0.9437500000000001,-1.60175,0.0,0.0,0.0
8571,"Gomez, Fabian",3M Open,525,T13,13,0,601.0,2019,2019_525,2019_525_8571,2019-07-07,4,67.25,1.9975,7.99,0,0,0,2.0,3.0,75.0,56.25,-1.9274999999999998,-1.2186249999999998,0.0,0.0,0.0
15473,"Long, Adam",3M Open,525,CUT,75,1,176.0,2019,2019_525,2019_525_15473,2019-07-07,2,71.5,-1.633,-3.266,0,0,0,1.0,2.0,48.0,46.2,0.7529999999999999,-0.1280000000000004,0.0,0.0,1.0
17543,"Kim, Michael",3M Open,525,CUT,75,1,1251.0,2019,2019_525,2019_525_17543,2019-07-07,2,72.0,-2.133,-4.266,0,0,0,2.0,5.0,75.0,76.4,-3.4274999999999998,-2.1788,0.0,0.0,0.0
11569,"Baldwin, Mark",3M Open,525,CUT,75,1,601.0,2019,2019_525,2019_525_11569,2019-07-07,2,71.0,-1.133,-2.266,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17511,"Straka, Sepp",3M Open,525,CUT,75,1,126.0,2019,2019_525,2019_525_17511,2019-07-07,2,70.5,-0.633,-1.266,0,0,0,1.0,1.0,43.0,40.6,1.03575,0.8249500000000001,0.0,0.0,0.0
8182,"Blixt, Jonas",3M Open,525,CUT,75,1,126.0,2019,2019_525,2019_525_8182,2019-07-07,2,73.0,-3.133,-6.266,0,0,0,1.0,1.0,52.0,34.6,-0.7142499999999998,0.6463999999999999,0.0,1.0,1.0
15427,"Harkins, Brandon",3M Open,525,CUT,75,1,351.0,2019,2019_525,2019_525_15427,2019-07-07,2,72.0,-2.133,-4.266,0,0,0,1.0,2.0,67.5,65.6,-0.37200000000000016,-0.22325000000000017,0.0,0.0,0.0
11330,"Brown, Scott",3M Open,525,T15,15,0,201.0,2019,2019_525,2019_525_11330,2019-07-07,4,67.5,1.7475,6.99,0,0,0,1.0,2.0,67.5,57.8,-0.12199999999999972,-0.09869999999999965,0.0,1.0,2.0
11983,"Thompson, Chris",3M Open,525,CUT,75,1,501.0,2019,2019_525,2019_525_11983,2019-07-07,2,70.5,-0.633,-1.266,0,0,0,2.0,4.0,75.0,66.2,-2.6775,-1.7768000000000002,0.0,0.0,0.0
11826,"Lee, Danny",3M Open,525,CUT,75,1,101.0,2019,2019_525,2019_525_11826,2019-07-07,2,70.5,-0.633,-1.266,0,0,0,1.0,2.0,48.0,47.8,-0.08924999999999961,-0.0856000000000002,0.0,1.0,1.0
17576,"Conners, Corey",3M Open,525,T46,46,0,126.0,2019,2019_525,2019_525_17576,2019-07-07,4,68.5,0.7474999999999999,2.9899999999999998,0,0,0,2.0,2.0,75.0,62.0,-0.42925,-0.27019999999999994,0.0,1.0,1.0
14852,"Streb, Robert",3M Open,525,T34,34,0,201.0,2019,2019_525,2019_525_14852,2019-07-07,4,68.0,1.2475,4.99,0,0,0,1.0,3.0,48.0,56.2,0.7529999999999991,-0.4419000000000003,0.0,0.0,0.0
18187,"Duncan, Tyler",3M Open,525,MDF,75,1,251.0,2019,2019_525,2019_525_18187,2019-07-07,3,70.66666666666667,-1.1356666666666666,-3.407,0,0,0,1.0,2.0,59.0,51.6,-0.372,0.18570000000000011,0.0,1.0,1.0
19867,"Jones, Kyle",3M Open,525,T58,58,0,601.0,2019,2019_525,2019_525_19867,2019-07-07,4,69.25,-0.0025000000000000022,-0.010000000000000009,0,0,0,1.0,4.0,72.0,73.8,-0.5892499999999999,-1.4498000000000002,0.0,0.0,0.0
22050,"Suh, Justin",3M Open,525,T58,58,0,401.0,2019,2019_525,2019_525_22050,2019-07-07,4,69.25,-0.0025000000000000022,-0.010000000000000009,0,0,0,2.0,4.0,75.0,60.0,-2.1774999999999998,-1.2357,0.0,0.0,0.0
14700,"Langley, Scott",3M Open,525,CUT,75,1,301.0,2019,2019_525,2019_525_14700,2019-07-07,2,71.5,-1.633,-3.266,0,0,0,1.0,3.0,70.5,68.2,-0.497,-1.3357999999999997,0.0,0.0,1.0
14013,"Tringale, Cameron",3M Open,525,T42,42,0,91.0,2019,2019_525,2019_525_14013,2019-07-07,4,68.25,0.9975,3.99,0,0,0,1.0,2.0,40.0,37.8,1.0535833333333335,0.7059333333333334,0.0,1.0,1.0
13126,"Taylor, Nick",3M Open,525,T46,46,0,141.0,2019,2019_525,2019_525_13126,2019-07-07,4,68.5,0.7475,2.99,0,0,0,1.0,2.0,55.0,51.0,0.30358333333333337,0.41058333333333347,0.0,0.0,0.0
5768,"Hoffman, Charley",3M Open,525,CUT,75,1,81.0,2019,2019_525,2019_525_5768,2019-07-07,2,71.0,-1.133,-2.266,0,0,0,2.0,3.0,75.0,58.4,-0.6775,-0.00020000000000007788,0.0,1.0,1.0
13872,"Bradley, Keegan",3M Open,525,T46,46,0,36.0,2019,2019_525,2019_525_13872,2019-07-07,4,68.5,0.7474999999999999,2.9899999999999998,0,0,0,1.0,2.0,40.5,45.8,0.6117499999999997,0.2545999999999998,0.0,1.0,2.0
6248,"Campbell, Chad",3M Open,525,CUT,75,1,301.0,2019,2019_525,2019_525_6248,2019-07-07,2,72.0,-2.133,-4.266,0,0,0,2.0,3.0,75.0,59.6,-1.2289166666666667,-1.0882999999999998,0.0,0.0,0.0
7899,"Piercy, Scott",3M Open,525,T15,15,0,51.0,2019,2019_525,2019_525_7899,2019-07-07,4,67.5,1.7474999999999998,6.989999999999999,0,0,0,1.0,1.0,63.5,37.8,-0.6501249999999998,0.8927499999999995,0.0,3.0,3.0
14578,"Henley, Russell",3M Open,525,CUT,75,1,141.0,2019,2019_525,2019_525_14578,2019-07-07,2,70.0,-0.13300000000000003,-0.26600000000000007,0,0,0,2.0,4.0,75.0,67.0,-2.1774999999999998,-0.8948,0.0,0.0,0.0
14609,"Kim, Si Woo",3M Open,525,CUT,75,1,126.0,2019,2019_525,2019_525_14609,2019-07-07,2,71.0,-1.133,-2.266,0,0,0,2.0,4.0,75.0,69.0,-1.6775,-1.5933,0.0,1.0,3.0
21235,"Albertson, Anders",3M Open,525,MDF,75,1,751.0,2019,2019_525,2019_525_21235,2019-07-07,3,70.33333333333333,-0.8023333333333333,-2.407,0,0,0,1.0,4.0,69.5,72.8,-1.2142500000000003,-1.6998000000000004,0.0,0.0,0.0
13760,"Piller, Martin",3M Open,525,CUT,75,1,301.0,2019,2019_525,2019_525_13760,2019-07-07,2,72.5,-2.633,-5.266,0,0,0,1.0,3.0,52.0,59.6,0.284,-0.23290000000000002,0.0,0.0,0.0
14050,"Sloan, Roger",3M Open,525,T15,15,0,201.0,2019,2019_525,2019_525_14050,2019-07-07,4,67.5,1.7475,6.99,0,0,0,1.0,2.0,48.0,51.6,-0.5892499999999999,-0.27033333333333376,0.0,0.0,0.0
14797,"Chin, John",3M Open,525,CUT,75,1,1001.0,2019,2019_525,2019_525_14797,2019-07-07,2,76.5,-6.633000000000001,-13.266000000000002,0,0,0,2.0,5.0,75.0,75.0,-1.9275000000000007,-1.1851000000000003,0.0,0.0,0.0
19477,"Schenk, Adam",3M Open,525,CUT,75,1,201.0,2019,2019_525,2019_525_19477,2019-07-07,2,71.5,-1.633,-3.266,0,0,0,1.0,2.0,58.5,62.6,-0.21424999999999983,-1.1792999999999998,0.0,1.0,1.0
14926,"Malnati, Peter",3M Open,525,T46,46,0,81.0,2019,2019_525,2019_525_14926,2019-07-07,4,68.5,0.7474999999999999,2.9899999999999998,0,0,0,0.0,0.0,29.5,29.4,1.0912499999999996,1.0173,0.0,0.0,0.0
18079,"Niemann, Joaquin",3M Open,525,T23,23,0,29.0,2019,2019_525,2019_525_18079,2019-07-07,4,67.75,1.4975,5.99,0,0,0,0.0,0.0,5.0,19.8,2.4662499999999996,1.5173000000000005,0.0,2.0,2.0
5951,"Gay, Brian",3M Open,525,T56,56,0,226.0,2019,2019_525,2019_525_5951,2019-07-07,4,69.0,0.2475,0.99,0,0,0,2.0,3.0,75.0,60.2,-0.42749999999999966,-0.3209000000000007,0.0,0.0,1.0
20770,"Munoz, Sebastian",3M Open,525,72,72,0,201.0,2019,2019_525,2019_525_20770,2019-07-07,4,70.0,-0.7525,-3.01,0,0,0,2.0,2.0,75.0,40.25,-1.1775,-0.08324999999999994,0.0,0.0,0.0
14262,"Dwyer, Brian",3M Open,525,CUT,75,1,1501.0,2019,2019_525,2019_525_14262,2019-07-07,2,71.5,-1.633,-3.266,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12946,"Thompson, Michael",3M Open,525,MDF,75,1,126.0,2019,2019_525,2019_525_12946,2019-07-07,3,71.33333333333333,-1.8023333333333333,-5.407,0,0,0,1.0,3.0,44.5,59.8,0.4832500000000004,-0.5824999999999996,0.0,1.0,3.0
19870,"McCarthy, Denny",3M Open,525,T23,23,0,176.0,2019,2019_525,2019_525_19870,2019-07-07,4,67.75,1.4975,5.99,0,0,0,1.0,3.0,48.0,53.8,0.41075000000000056,0.21369999999999992,0.0,1.0,1.0
5621,"Herron, Tim",3M Open,525,CUT,75,1,501.0,2019,2019_525,2019_525_5621,2019-07-07,2,73.5,-3.633,-7.266,0,0,0,1.0,1.0,73.5,54.0,-1.7517499999999997,-1.2951249999999999,0.0,0.0,0.0
4425,"Cejka, Alex",3M Open,525,CUT,75,1,501.0,2019,2019_525,2019_525_4425,2019-07-07,2,70.0,-0.13300000000000003,-0.26600000000000007,0,0,0,2.0,5.0,75.0,75.0,-1.284666666666668,-2.1205666666666674,0.0,0.0,0.0
14815,"Lingmerth, David",3M Open,525,CUT,75,1,201.0,2019,2019_525,2019_525_14815,2019-07-07,2,70.0,-0.133,-0.266,0,0,0,1.0,3.0,58.0,61.8,-0.6070000000000001,-0.5464,0.0,0.0,0.0
12643,"Castro, Roberto",3M Open,525,T46,46,0,251.0,2019,2019_525,2019_525_12643,2019-07-07,4,68.5,0.7475,2.99,0,0,0,1.0,3.0,69.0,64.6,-2.5169999999999995,-2.1626,0.0,0.0,0.0
18631,"Kaufman, Smylie",3M Open,525,CUT,75,1,601.0,2019,2019_525,2019_525_18631,2019-07-07,2,73.5,-3.633,-7.266,0,0,0,1.0,2.0,73.0,55.25,-4.276,-2.268125,0.0,0.0,0.0
7489,"Moore, Ryan",3M Open,525,CUT,75,1,46.0,2019,2019_525,2019_525_7489,2019-07-07,2,72.0,-2.133,-4.266,0,0,0,1.0,2.0,45.0,54.8,0.25299999999999967,-0.40439999999999976,0.0,1.0,1.0
19643,"Reeves, Seth",3M Open,525,CUT,75,1,401.0,2019,2019_525,2019_525_19643,2019-07-07,2,70.5,-0.633,-1.266,0,0,0,0.0,2.0,62.0,67.4,-0.6587499999999995,-1.8872999999999993,0.0,0.0,0.0
24481,"Redman, Doc",3M Open,525,CUT,75,1,126.0,2019,2019_525,2019_525_24481,2019-07-07,2,73.0,-3.133,-6.266,0,0,0,0.0,0.0,10.0,6.666666666666667,2.3363750000000003,1.5575833333333335,0.0,1.0,1.0
19841,"DeChambeau, Bryson",3M Open,525,T2,2,0,15.0,2019,2019_525,2019_525_19841,2019-07-07,4,66.0,3.2475,12.99,0,0,1,0.0,2.0,21.5,44.4,1.657125,0.58575,0.0,1.0,1.0
19364,"Werenski, Richy",3M Open,525,T46,46,0,351.0,2019,2019_525,2019_525_19364,2019-07-07,4,68.5,0.7474999999999999,2.9899999999999998,0,0,0,1.0,4.0,67.5,73.4,-2.622,-1.5909,0.0,0.0,0.0
18579,"Cook, Austin",3M Open,525,CUT,75,1,126.0,2019,2019_525,2019_525_18579,2019-07-07,2,70.5,-0.633,-1.266,0,0,0,2.0,3.0,75.0,54.2,-1.6775,-0.19849999999999995,0.0,1.0,1.0
21237,"Hickok, Kramer",3M Open,525,T42,42,0,251.0,2019,2019_525,2019_525_21237,2019-07-07,4,68.25,0.9975,3.99,0,0,0,1.0,3.0,67.5,60.4,-0.8720000000000001,-0.7993999999999999,0.0,1.0,1.0
6674,"Crane, Ben",3M Open,525,CUT,75,1,251.0,2019,2019_525,2019_525_6674,2019-07-07,2,74.0,-4.133,-8.266,0,0,0,0.0,2.0,54.0,58.2,-0.07575000000000007,-0.013666666666666716,0.0,0.0,0.0
12359,"Stallings, Scott",3M Open,525,MDF,75,1,176.0,2019,2019_525,2019_525_12359,2019-07-07,3,69.66666666666667,-0.13566666666666669,-0.40700000000000003,0,0,0,1.0,3.0,69.5,67.4,-0.96425,-1.0876,0.0,1.0,2.0
21943,"Lebioda, Hank",3M Open,525,T34,34,0,176.0,2019,2019_525,2019_525_21943,2019-07-07,4,68.0,1.2475,4.99,0,0,0,1.0,2.0,63.0,53.0,0.0029999999999998916,0.19475000000000003,0.0,0.0,0.0
5701,"Atwal, Arjun",3M Open,525,T23,23,0,1001.0,2019,2019_525,2019_525_5701,2019-07-07,4,67.75,1.4975,5.99,0,0,0,1.0,1.0,37.5,37.5,-0.54,-0.54,0.0,0.0,0.0
6283,"Sabbatini, Rory",3M Open,525,CUT,75,1,34.0,2019,2019_525,2019_525_6283,2019-07-07,2,73.0,-3.133,-6.266,0,0,0,0.0,0.0,23.0,16.8,1.6533750000000003,1.8501500000000006,0.0,4.0,4.0
757,"Lehman, Tom",3M Open,525,T58,58,0,751.0,2019,2019_525,2019_525_757,2019-07-07,4,69.25,-0.0024999999999999467,-0.009999999999999787,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7744,"Collins, Chad",3M Open,525,CUT,75,1,751.0,2019,2019_525,2019_525_7744,2019-07-07,2,72.5,-2.633,-5.266,0,0,0,1.0,4.0,69.5,72.8,-0.21600000000000003,-0.5563666666666667,0.0,0.0,0.0
12339,"Prugh, Alex",3M Open,525,CUT,75,1,201.0,2019,2019_525,2019_525_12339,2019-07-07,2,71.5,-1.633,-3.266,0,0,0,1.0,3.0,47.5,53.2,0.37799999999999967,0.13681666666666653,0.0,0.0,0.0
7881,"Kang, Sung",3M Open,525,CUT,75,1,101.0,2019,2019_525,2019_525_7881,2019-07-07,2,73.0,-3.133,-6.266,0,0,0,2.0,3.0,75.0,46.6,-0.9513333333333334,0.08736666666666668,0.0,3.0,3.0
18658,"Garber, Joey",3M Open,525,T7,7,0,226.0,2019,2019_525,2019_525_18658,2019-07-07,4,67.0,2.2475,8.99,0,0,1,1.0,2.0,52.0,47.0,-0.21424999999999972,0.29880000000000034,0.0,0.0,0.0
13531,"Kodaira, Satoshi",3M Open,525,T58,58,0,401.0,2019,2019_525,2019_525_13531,2019-07-07,4,69.25,-0.0025000000000000577,-0.010000000000000231,0,0,0,2.0,3.0,75.0,72.6,-2.9274999999999993,-2.7029500000000004,0.0,0.0,0.0
